Dataset,Method,N_Features,Classifier,Fold,MCC,F1,Sensitivity,Specificity,Balanced_Accuracy,Accuracy
baseline,Boruta,20,NaiveBayes,2,0.12646913113703787,0.6865671641791046,0.6052631578947368,0.5384615384615384,0.5718623481781376,0.5882352941176471
baseline,Boruta,20,LogisticRegression,2,0.2545139051903111,0.7777777777777778,0.7368421052631579,0.5384615384615384,0.6376518218623481,0.6862745098039216
baseline,Boruta,20,AdaBoost,2,0.34594709999533957,0.8266666666666665,0.8157894736842105,0.5384615384615384,0.6771255060728745,0.7450980392156863
baseline,Boruta,20,AdaBoost_TUNED,2,0.34594709999533957,0.8266666666666665,0.8157894736842105,0.5384615384615384,0.6771255060728745,0.7450980392156863
baseline,Boruta,20,SVM_RBF,2,0.2773279352226721,0.8157894736842104,0.8157894736842105,0.46153846153846156,0.638663967611336,0.7254901960784313
baseline,Boruta,20,SVM_RBF_TUNED,2,0.23620866709956997,0.8604651162790697,0.9736842105263158,0.15384615384615385,0.5637651821862348,0.7647058823529411
baseline,Boruta,30,RandomForest,2,0.24023053582400655,0.8205128205128205,0.8421052631578947,0.38461538461538464,0.6133603238866396,0.7254901960784313
baseline,Boruta,30,RandomForest_TUNED,2,0.2058964191275063,0.8051948051948051,0.8157894736842105,0.38461538461538464,0.6002024291497976,0.7058823529411765
baseline,Boruta,30,NeuralNetwork,2,0.34962122624386666,0.8461538461538461,0.868421052631579,0.46153846153846156,0.6649797570850202,0.7647058823529411
baseline,Boruta,30,NeuralNetwork_TUNED,2,0.34962122624386666,0.8461538461538461,0.868421052631579,0.46153846153846156,0.6649797570850202,0.7647058823529411
baseline,Boruta,30,NaiveBayes,2,0.19325026129304004,0.6969696969696969,0.6052631578947368,0.6153846153846154,0.6103238866396761,0.6078431372549019
baseline,Boruta,30,LogisticRegression,2,0.3136567659107953,0.8108108108108109,0.7894736842105263,0.5384615384615384,0.6639676113360324,0.7254901960784313
baseline,Boruta,30,AdaBoost,2,0.44539933408304444,0.8333333333333333,0.7894736842105263,0.6923076923076923,0.7408906882591093,0.7647058823529411
baseline,Boruta,30,AdaBoost_TUNED,2,0.44539933408304444,0.8333333333333333,0.7894736842105263,0.6923076923076923,0.7408906882591093,0.7647058823529411
baseline,Boruta,30,SVM_RBF,2,0.39107248857498667,0.860759493670886,0.8947368421052632,0.46153846153846156,0.6781376518218624,0.7843137254901961
baseline,Boruta,30,SVM_RBF_TUNED,2,0.20536002420422675,0.8433734939759038,0.9210526315789473,0.23076923076923078,0.5759109311740891,0.7450980392156863
baseline,Boruta,40,RandomForest,2,0.3193520527015302,0.8500000000000001,0.8947368421052632,0.38461538461538464,0.6396761133603239,0.7647058823529411
baseline,Boruta,40,RandomForest_TUNED,2,0.3193520527015302,0.8500000000000001,0.8947368421052632,0.38461538461538464,0.6396761133603239,0.7647058823529411
baseline,Boruta,40,NeuralNetwork,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,Boruta,40,NeuralNetwork_TUNED,2,0.2058964191275063,0.8051948051948051,0.8157894736842105,0.38461538461538464,0.6002024291497976,0.7058823529411765
baseline,Boruta,40,NaiveBayes,2,0.21731315491152986,0.716417910447761,0.631578947368421,0.6153846153846154,0.6234817813765182,0.6274509803921569
baseline,Boruta,40,LogisticRegression,2,0.47721735962610745,0.8493150684931505,0.8157894736842105,0.6923076923076923,0.7540485829959513,0.7843137254901961
baseline,Boruta,40,AdaBoost,2,0.2832883927660957,0.7945205479452055,0.7631578947368421,0.5384615384615384,0.6508097165991903,0.7058823529411765
baseline,Boruta,40,AdaBoost_TUNED,2,0.38025287619610154,0.8219178082191781,0.7894736842105263,0.6153846153846154,0.7024291497975709,0.7450980392156863
baseline,Boruta,40,SVM_RBF,2,0.24258129169556586,0.8395061728395061,0.8947368421052632,0.3076923076923077,0.6012145748987854,0.7450980392156863
